familie,instanz,verfahren,seed,n_in,m_in,delta_in,n,m,delta_eff,augmentiert,bump,sonderfall_vn,k,k_papier,steigungen,steigungen_schranke,steigungen_strikt,breite,breite_schranke,hoehe,hoehe_schranke,teile,verifiziert,zeit_ms,strategie
kwahl,triangulierung n=64 s=13401,thm1,-1,64,186,23,64,186,23,0,0,0,144,376832,39,61,61,8040,1130496,12210,108527616,63,1,148.266,quadratisch
kwahl,random n=64 m=128 s=13401,thm1,-1,64,128,15,64,153,15,1,0,0,245760,245760,27,37,69,3828,737280,12534079,70778880,53,1,122.106,papier
kwahl,random n=64 m=128 s=13401,thm1,-1,64,128,15,64,153,15,1,0,0,13,245760,27,37,69,5316,737280,1639,70778880,53,1,120.371,minimal
kwahl,random n=64 m=128 s=13401,thm1,-1,64,128,15,64,153,15,1,0,0,245759,245760,27,37,69,3828,737280,12534028,70778880,53,1,120.750,modellprobe
kwahl,random n=64 m=128 s=13401,thm1,-1,64,128,15,64,153,15,1,0,0,85,245760,27,37,69,4008,737280,5094,70778880,53,1,120.693,quadratisch
kwahl,triangulierung n=64 s=13402,thm1,-1,64,186,25,64,186,25,0,0,0,409600,409600,46,67,67,4598,1228800,24985809,117964800,63,1,144.283,papier
kwahl,triangulierung n=64 s=13402,thm1,-1,64,186,25,64,186,25,0,0,0,23,409600,46,67,67,6160,1228800,2833,117964800,63,1,143.238,minimal
kwahl,triangulierung n=64 s=13402,thm1,-1,64,186,25,64,186,25,0,0,0,409599,409600,46,67,67,4598,1228800,24985748,117964800,63,1,143.553,modellprobe
kwahl,triangulierung n=64 s=13402,thm1,-1,64,186,25,64,186,25,0,0,0,78,409600,46,67,67,4950,1228800,5919,117964800,63,1,143.017,quadratisch
kwahl,random n=64 m=128 s=13402,thm1,-1,64,128,20,64,153,20,1,0,0,327680,327680,34,52,91,3349,983040,17694917,94371840,56,1,131.447,papier
kwahl,random n=64 m=128 s=13402,thm1,-1,64,128,20,64,153,20,1,0,0,18,327680,34,52,91,3842,983040,1486,94371840,56,1,131.743,minimal
kwahl,random n=64 m=128 s=13402,thm1,-1,64,128,20,64,153,20,1,0,0,327679,327680,34,52,91,3349,983040,17694863,94371840,56,1,131.124,modellprobe
kwahl,random n=64 m=128 s=13402,thm1,-1,64,128,20,64,153,20,1,0,0,62,327680,34,52,91,3434,983040,3736,94371840,56,1,131.285,quadratisch
kwahl,triangulierung n=64 s=13403,thm1,-1,64,186,24,64,186,24,0,0,0,393216,393216,50,64,64,4473,1179648,23986389,113246208,63,1,145.855,papier
kwahl,triangulierung n=64 s=13403,thm1,-1,64,186,24,64,186,24,0,0,0,22,393216,50,64,64,5061,1179648,2595,113246208,63,1,146.341,minimal
kwahl,triangulierung n=64 s=13403,thm1,-1,64,186,24,64,186,24,0,0,0,393215,393216,50,64,64,4473,1179648,23986328,113246208,63,1,145.946,modellprobe
kwahl,triangulierung n=64 s=13403,thm1,-1,64,186,24,64,186,24,0,0,0,62,393216,50,64,64,4641,1179648,4933,113246208,63,1,145.981,quadratisch
kwahl,random n=64 m=128 s=13403,thm1,-1,64,128,16,64,157,16,1,0,0,262144,262144,23,40,73,4966,786432,14680064,75497472,58,1,134.953,papier
kwahl,random n=64 m=128 s=13403,thm1,-1,64,128,16,64,157,16,1,0,0,14,262144,23,40,73,6201,786432,1176,75497472,58,1,135.237,minimal
kwahl,random n=64 m=128 s=13403,thm1,-1,64,128,16,64,157,16,1,0,0,262143,262144,23,40,73,4966,786432,14680008,75497472,58,1,135.338,modellprobe
kwahl,random n=64 m=128 s=13403,thm1,-1,64,128,16,64,157,16,1,0,0,104,262144,23,40,73,5031,786432,6032,75497472,58,1,135.448,quadratisch
kwahl,triangulierung n=64 s=13404,thm1,-1,64,186,27,64,186,27,0,0,0,442368,442368,43,73,73,11256,1327104,26984917,127401984,63,1,145.189,papier
kwahl,triangulierung n=64 s=13404,thm1,-1,64,186,27,64,186,27,0,0,0,25,442368,43,73,73,15264,1327104,4111,127401984,63,1,144.836,minimal
kwahl,triangulierung n=64 s=13404,thm1,-1,64,186,27,64,186,27,0,0,0,442367,442368,43,73,73,11256,1327104,26984856,127401984,63,1,144.861,modellprobe
kwahl,triangulierung n=64 s=13404,thm1,-1,64,186,27,64,186,27,0,0,0,208,442368,43,73,73,11592,1327104,14835,127401984,63,1,144.933,quadratisch
kwahl,random n=64 m=128 s=13404,thm1,-1,64,128,15,64,157,15,1,0,0,245760,245760,29,37,69,4080,737280,14254420,70778880,60,1,139.021,papier
kwahl,random n=64 m=128 s=13404,thm1,-1,64,128,15,64,157,15,1,0,0,13,245760,29,37,69,4824,737280,1533,70778880,60,1,139.320,minimal
kwahl,random n=64 m=128 s=13404,thm1,-1,64,128,15,64,157,15,1,0,0,245759,245760,29,37,69,4080,737280,14254362,70778880,60,1,139.054,modellprobe
kwahl,random n=64 m=128 s=13404,thm1,-1,64,128,15,64,157,15,1,0,0,70,245760,29,37,69,4164,737280,4687,70778880,60,1,139.453,quadratisch
kwahl,gitter 3x3,thm1,-1,9,12,4,9,14,5,1,0,0,1620,1620,6,7,19,26,4860,6493,65610,6,1,0.562,papier
kwahl,gitter 3x3,thm1,-1,9,12,4,9,14,5,1,0,0,3,1620,6,7,19,26,4860,25,65610,6,1,0.513,minimal
kwahl,gitter 3x3,thm1,-1,9,12,4,9,14,5,1,0,0,1619,1620,6,7,19,26,4860,6489,65610,6,1,0.490,modellprobe
kwahl,gitter 3x3,thm1,-1,9,12,4,9,14,5,1,0,0,3,1620,6,7,19,26,4860,25,65610,6,1,0.485,quadratisch
kwahl,gitter 4x4,thm1,-1,16,24,4,16,26,5,1,0,0,5120,5120,6,7,19,60,15360,46110,368640,11,1,2.053,papier
kwahl,gitter 4x4,thm1,-1,16,24,4,16,26,5,1,0,0,3,5120,6,7,19,60,15360,57,368640,11,1,2.039,minimal
kwahl,gitter 4x4,thm1,-1,16,24,4,16,26,5,1,0,0,5119,5120,6,7,19,60,15360,46101,368640,11,1,2.252,modellprobe
kwahl,gitter 4x4,thm1,-1,16,24,4,16,26,5,1,0,0,3,5120,6,7,19,60,15360,57,368640,11,1,2.056,quadratisch
kwahl,gitter 5x5,thm1,-1,25,40,4,25,43,5,1,0,0,12500,12500,6,7,19,122,37500,212561,1406250,19,1,7.709,papier
kwahl,gitter 5x5,thm1,-1,25,40,4,25,43,5,1,0,0,3,12500,6,7,19,122,37500,112,1406250,19,1,7.899,minimal
kwahl,gitter 5x5,thm1,-1,25,40,4,25,43,5,1,0,0,12499,12500,6,7,19,122,37500,212544,1406250,19,1,7.819,modellprobe
kwahl,gitter 5x5,thm1,-1,25,40,4,25,43,5,1,0,0,4,12500,6,7,19,122,37500,129,1406250,19,1,7.691,quadratisch
kwahl,gitter 6x6,thm1,-1,36,60,4,36,62,5,1,0,0,25920,25920,6,7,19,226,77760,648113,4199040,27,1,20.120,papier
kwahl,gitter 6x6,thm1,-1,36,60,4,36,62,5,1,0,0,3,25920,6,7,19,226,77760,188,4199040,27,1,19.829,minimal
kwahl,gitter 6x6,thm1,-1,36,60,4,36,62,5,1,0,0,25919,25920,6,7,19,226,77760,648088,4199040,27,1,20.117,modellprobe
kwahl,gitter 6x6,thm1,-1,36,60,4,36,62,5,1,0,0,5,25920,6,7,19,226,77760,238,4199040,27,1,19.894,quadratisch
kwahl,gitter 7x7,thm1,-1,49,84,4,49,87,5,1,0,0,48020,48020,6,7,19,392,144060,1776936,10588410,39,1,51.574,papier
kwahl,gitter 7x7,thm1,-1,49,84,4,49,87,5,1,0,0,3,48020,6,7,19,392,144060,307,10588410,39,1,51.590,minimal
kwahl,gitter 7x7,thm1,-1,49,84,4,49,87,5,1,0,0,48019,48020,6,7,19,392,144060,1776899,10588410,39,1,51.594,modellprobe
kwahl,gitter 7x7,thm1,-1,49,84,4,49,87,5,1,0,0,5,48020,6,7,19,392,144060,381,10588410,39,1,51.935,quadratisch
kwahl,gitter 8x8,thm1,-1,64,112,4,64,114,5,1,0,0,81920,81920,6,7,19,628,245760,4014394,23592960,51,1,107.239,papier
kwahl,gitter 8x8,thm1,-1,64,112,4,64,114,5,1,0,0,3,81920,6,7,19,628,245760,461,23592960,51,1,107.315,minimal
kwahl,gitter 8x8,thm1,-1,64,112,4,64,114,5,1,0,0,81919,81920,6,7,19,628,245760,4014345,23592960,51,1,107.478,modellprobe
kwahl,gitter 8x8,thm1,-1,64,112,4,64,114,5,1,0,0,6,81920,6,7,19,628,245760,608,23592960,51,1,107.631,quadratisch
kwahl,gitter 9x9,thm1,-1,81,144,4,81,147,5,1,0,0,131220,131220,6,7,19,956,393660,8529778,47829690,67,1,221.523,papier
kwahl,gitter 9x9,thm1,-1,81,144,4,81,147,5,1,0,0,3,131220,6,7,19,956,393660,673,47829690,67,1,221.379,minimal
kwahl,gitter 9x9,thm1,-1,81,144,4,81,147,5,1,0,0,131219,131220,6,7,19,956,393660,8529713,47829690,67,1,221.472,modellprobe
kwahl,gitter 9x9,thm1,-1,81,144,4,81,147,5,1,0,0,7,131220,6,7,19,956,393660,933,47829690,67,1,221.139,quadratisch
kwahl,gitter 10x10,thm1,-1,100,180,4,100,182,5,1,0,0,200000,200000,6,7,19,1380,600000,16200690,90000000,83,1,399.375,papier
kwahl,gitter 10x10,thm1,-1,100,180,4,100,182,5,1,0,0,3,200000,6,7,19,1380,600000,933,90000000,83,1,398.600,minimal
kwahl,gitter 10x10,thm1,-1,100,180,4,100,182,5,1,0,0,199999,200000,6,7,19,1380,600000,16200609,90000000,83,1,399.097,modellprobe
kwahl,gitter 10x10,thm1,-1,100,180,4,100,182,5,1,0,0,9,200000,6,7,19,1380,600000,1419,90000000,83,1,398.736,quadratisch
kwahl,stern k=4,thm1,-1,5,4,4,5,8,5,1,0,0,500,500,3,7,19,12,2160,1000,19440,4,1,0.266,papier
kwahl,stern k=4,thm1,-1,5,4,4,5,8,5,1,0,0,3,500,3,7,19,12,2160,6,19440,4,1,0.224,minimal
kwahl,stern k=4,thm1,-1,5,4,4,5,8,5,1,0,0,499,500,3,7,19,12,2160,998,19440,4,1,0.217,modellprobe
kwahl,stern k=4,thm1,-1,5,4,4,5,8,5,1,0,0,6,500,3,7,19,12,2160,12,19440,4,1,0.214,quadratisch
kwahl,stern k=8,thm1,-1,9,8,8,9,16,8,1,0,0,2592,2592,7,16,37,70,7776,15552,104976,8,1,0.918,papier
kwahl,stern k=8,thm1,-1,9,8,8,9,16,8,1,0,0,6,2592,7,16,37,70,7776,36,104976,8,1,0.904,minimal
kwahl,stern k=8,thm1,-1,9,8,8,9,16,8,1,0,0,2591,2592,7,16,37,70,7776,15546,104976,8,1,0.888,modellprobe
kwahl,stern k=8,thm1,-1,9,8,8,9,16,8,1,0,0,12,2592,7,16,37,70,7776,72,104976,8,1,0.906,quadratisch
kwahl,stern k=12,thm1,-1,13,12,12,13,24,12,1,0,0,8112,8112,11,28,55,198,24336,81120,474552,12,1,2.280,papier
kwahl,stern k=12,thm1,-1,13,12,12,13,24,12,1,0,0,10,8112,11,28,55,198,24336,100,474552,12,1,2.559,minimal
kwahl,stern k=12,thm1,-1,13,12,12,13,24,12,1,0,0,8111,8112,11,28,55,198,24336,81110,474552,12,1,2.243,modellprobe
kwahl,stern k=12,thm1,-1,13,12,12,13,24,12,1,0,0,20,8112,11,28,55,198,24336,200,474552,12,1,2.209,quadratisch
kwahl,stern k=16,thm1,-1,17,16,16,17,32,16,1,0,0,18496,18496,15,40,73,390,55488,258944,1414944,16,1,4.412,papier
kwahl,stern k=16,thm1,-1,17,16,16,17,32,16,1,0,0,14,18496,15,40,73,390,55488,196,1414944,16,1,4.619,minimal
kwahl,stern k=16,thm1,-1,17,16,16,17,32,16,1,0,0,18495,18496,15,40,73,390,55488,258930,1414944,16,1,4.414,modellprobe
kwahl,stern k=16,thm1,-1,17,16,16,17,32,16,1,0,0,28,18496,15,40,73,390,55488,392,1414944,16,1,4.409,quadratisch
kwahl,stern k=20,thm1,-1,21,20,20,21,40,20,1,0,0,35280,35280,19,52,91,646,105840,635040,3333960,20,1,7.832,papier
kwahl,stern k=20,thm1,-1,21,20,20,21,40,20,1,0,0,18,35280,19,52,91,646,105840,324,3333960,20,1,7.665,minimal
kwahl,stern k=20,thm1,-1,21,20,20,21,40,20,1,0,0,35279,35280,19,52,91,646,105840,635022,3333960,20,1,7.843,modellprobe
kwahl,stern k=20,thm1,-1,21,20,20,21,40,20,1,0,0,36,35280,19,52,91,646,105840,648,3333960,20,1,7.814,quadratisch
kwahl,stern k=24,thm1,-1,25,24,24,25,48,24,1,0,0,60000,60000,23,64,109,966,180000,1320000,6750000,24,1,12.295,papier
kwahl,stern k=24,thm1,-1,25,24,24,25,48,24,1,0,0,22,60000,23,64,109,966,180000,484,6750000,24,1,12.106,minimal
kwahl,stern k=24,thm1,-1,25,24,24,25,48,24,1,0,0,59999,60000,23,64,109,966,180000,1319978,6750000,24,1,12.282,modellprobe
kwahl,stern k=24,thm1,-1,25,24,24,25,48,24,1,0,0,44,60000,23,64,109,966,180000,968,6750000,24,1,12.312,quadratisch
